帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
638,13,651.66,302.19,5534.15,702.04,34.18,13.46,0
638,8,988.23,337.15,7015.19,1375.37,57.52,22.19,0
638,10,1161.15,899.61,6944.62,4203.62,56.41,58.88,1
638,1,853.38,423.93,6267.91,1565.07,45.74,24.65,0
638,12,250.38,524.32,3365.6,1102.02,0.0,18.65,1
638,44,1669.7,398.88,10027.66,2697.33,105.0,39.34,1
638,5,548.85,274.83,5107.24,420.33,27.45,9.81,1
638,9,285.38,318.97,3838.73,219.27,7.46,7.2,1
638,2,517.33,707.14,4303.42,2343.07,14.78,34.75,1
638,20,797.69,565.7,5797.53,2126.38,38.33,31.94,0
638,51,1105.86,444.69,7387.21,2045.24,63.38,30.88,0
638,47,880.81,253.7,6652.9,830.89,51.81,15.13,0
638,14,529.84,445.56,4759.87,1169.64,21.97,19.52,0
638,11,552.37,409.82,4917.15,1041.12,24.45,17.86,1
638,29,903.9,373.42,6575.33,1411.95,50.59,22.67,1
638,19,1138.8,394.1,7614.64,1864.9,66.97,28.54,1
638,17,687.93,205.34,5847.4,315.9,39.12,8.45,1
638,3,1119.28,389.44,7532.76,1813.84,65.68,27.88,0
638,46,1408.23,971.08,7961.94,4906.69,72.44,68.0,3
638,37,259.74,205.85,3894.56,-335.55,8.34,0.0,3
638,53,597.43,179.18,5474.76,58.47,33.24,5.11,3
639,21,950.86,580.99,6484.19,2427.64,48.99,35.91,1
639,15,501.27,370.45,4761.3,784.33,21.68,14.51,0
639,7,1124.16,631.79,7194.62,2923.06,60.25,42.36,0
639,13,652.08,302.52,5550.65,705.58,34.19,13.49,0
639,47,882.6,253.73,6673.22,835.52,51.99,15.18,0
639,1,855.38,423.32,6290.68,1565.06,45.92,24.68,0
639,8,989.05,336.8,7030.46,1375.66,57.65,22.21,0
639,12,252.01,523.68,3394.18,1100.66,0.0,18.63,1
639,10,1160.95,898.59,6954.77,4192.24,56.45,58.88,1
639,9,284.86,318.73,3856.31,218.97,7.33,7.15,1
639,20,797.72,565.59,5811.4,2123.94,38.32,31.95,0
639,44,1666.85,399.28,10016.83,2694.01,105.0,39.38,1
639,5,551.03,274.37,5134.16,423.41,27.59,9.81,1
639,51,1108.65,442.64,7412.7,2039.35,63.71,30.85,0
639,29,908.44,373.45,6607.98,1419.3,50.95,22.78,1
639,2,519.14,707.03,4328.95,2341.92,14.82,34.79,1
639,6,979.24,412.21,6870.79,1703.54,55.12,26.48,1
639,19,1142.82,392.25,7644.99,1862.4,67.4,28.55,1
639,14,531.41,445.14,4784.39,1169.94,22.04,19.53,0
639,11,553.53,410.65,4937.59,1046.88,24.47,17.93,1
639,3,1124.47,387.97,7568.07,1814.96,66.18,27.93,0
639,17,688.21,205.72,5862.62,320.62,39.14,8.47,1
639,37,261.02,205.95,3919.98,-330.18,8.34,0.0,3
639,46,1413.85,967.71,7999.14,4892.41,73.01,68.0,3
639,53,595.75,178.94,5483.11,57.79,33.12,5.05,3
640,13,652.12,303.1,5575.24,711.97,34.15,13.52,0
640,15,501.56,370.76,4791.65,788.37,21.62,14.51,0
640,7,1125.69,630.84,7216.24,2914.8,60.39,42.22,0
640,1,858.87,423.73,6325.88,1572.22,46.16,24.73,0
640,51,1114.03,441.31,7452.3,2040.44,64.17,30.83,0
640,14,533.24,445.58,4820.86,1174.81,22.09,19.55,0
640,12,254.1,524.22,3439.45,1104.86,0.0,18.64,1
640,9,286.28,319.24,3897.2,227.48,7.32,7.21,1
640,47,884.38,254.18,6699.49,844.78,52.13,15.25,0
640,10,1160.43,894.23,6971.93,4158.17,56.49,58.42,1
640,21,955.58,580.51,6524.08,2428.14,49.33,35.88,1
640,29,913.67,374.14,6649.12,1431.56,51.33,22.89,1
640,20,799.57,565.81,5841.36,2123.97,38.41,31.92,0
640,2,520.18,704.49,4367.35,2325.05,14.84,34.54,1
640,8,993.24,334.83,7068.64,1375.16,58.03,22.16,0
640,6,986.99,411.85,6923.04,1713.71,55.71,26.57,1
640,19,1147.57,388.06,7685.05,1850.89,67.89,28.36,1
640,5,553.55,274.29,5173.63,431.58,27.73,9.87,1
640,44,1664.51,398.35,10005.73,2685.04,105.0,39.23,1
640,3,1132.03,388.28,7614.48,1828.2,66.76,28.06,0
640,17,689.53,205.53,5892.98,328.0,39.23,8.52,1
640,11,558.95,410.97,4989.8,1057.53,24.79,18.02,1
640,46,1426.1,967.36,8061.21,4893.49,73.91,68.0,3
640,37,262.37,204.91,3963.31,-325.67,8.38,0.0,3
640,53,595.4,178.38,5508.96,61.85,33.09,5.05,3
641,7,1127.15,630.15,7219.86,2910.88,60.6,42.12,0
641,13,652.23,303.44,5574.33,714.55,34.18,13.52,0
641,1,860.84,423.34,6333.07,1572.78,46.36,24.7,0
641,15,501.47,370.88,4791.61,789.49,21.62,14.5,0
641,14,534.63,445.25,4828.09,1175.4,22.21,19.52,0
641,51,1119.14,440.88,7471.62,2044.82,64.64,30.84,0
641,10,1159.53,891.51,6968.38,4139.17,56.56,58.12,1
641,47,885.9,254.37,6703.15,848.63,52.3,15.27,0
641,6,989.11,412.18,6928.68,1717.57,55.92,26.58,1
641,12,254.28,523.39,3444.49,1101.48,0.0,18.56,1
641,2,520.74,704.52,4371.04,2323.94,14.87,34.48,1
641,20,799.59,565.78,5840.04,2122.18,38.45,31.85,0
641,9,288.12,319.42,3907.41,232.78,7.43,7.25,1
641,29,914.84,373.02,6653.22,1427.91,51.5,22.81,1
641,44,1662.15,398.03,9986.48,2677.51,105.0,39.08,1
641,8,996.43,334.79,7079.41,1379.57,58.34,22.18,0
641,21,959.81,580.55,6540.39,2432.55,49.69,35.89,1
641,11,562.11,410.2,5005.36,1059.07,25.05,18.01,1
641,5,554.34,274.97,5176.03,437.23,27.79,9.91,1
641,17,690.6,205.55,5896.35,331.32,39.35,8.53,1
641,3,1135.4,386.81,7627.22,1825.62,67.13,27.99,0
641,19,1152.53,387.13,7704.04,1853.12,68.37,28.35,1
641,37,262.41,204.69,3965.97,-323.89,8.37,0.0,3
641,46,1433.28,967.44,8087.82,4898.14,74.53,68.0,3
641,53,595.63,178.83,5508.56,66.3,33.13,5.08,3
642,13,652.11,303.75,5521.99,707.22,34.13,13.36,0
642,47,887.69,255.06,6670.0,844.71,52.39,15.14,0
642,14,537.99,445.19,4786.06,1177.8,22.41,19.45,0
642,1,865.22,424.14,6309.6,1581.08,46.66,24.66,0
642,10,1158.14,886.9,6938.7,4137.13,56.67,57.72,1
642,15,501.63,370.76,4733.91,783.06,21.58,14.34,0
642,2,521.67,704.19,4316.55,2333.34,14.94,34.39,1
642,21,965.45,581.38,6526.56,2450.64,50.11,35.91,1
642,29,917.37,369.45,6630.74,1411.38,51.77,22.47,1
642,6,991.21,413.57,6899.99,1725.13,56.05,26.53,1
642,7,1129.42,628.36,7202.21,2914.96,60.86,41.91,0
642,20,799.18,566.15,5791.94,2127.59,38.42,31.73,0
642,12,254.89,522.62,3377.59,1098.8,0.0,18.43,1
642,9,289.99,318.92,3848.33,223.93,7.49,7.11,1
642,44,1660.87,398.19,9975.62,2676.66,105.0,38.83,1
642,8,1002.94,332.37,7077.33,1372.9,58.88,21.97,0
642,51,1126.57,442.86,7472.25,2065.14,65.16,30.92,0
642,5,555.38,278.1,5120.25,442.77,27.73,9.94,1
642,3,1139.05,388.11,7612.67,1834.61,67.4,27.94,0
642,17,693.02,205.37,5858.53,321.26,39.48,8.37,1
642,11,564.92,410.34,4961.94,1060.03,25.21,17.93,1
642,19,1157.7,388.19,7697.52,1863.43,68.75,28.32,1
642,37,262.5,207.46,3893.13,-326.04,8.2,0.0,3
642,46,1438.56,967.42,8093.93,4931.94,75.06,68.0,3
643,29,918.7,371.3,6615.44,1417.92,51.81,22.57,1
643,10,1157.42,886.5,6921.41,4147.49,56.66,57.62,1
643,47,888.61,255.22,6655.27,839.2,52.44,15.14,0
643,20,796.11,566.03,5754.65,2123.53,38.17,31.63,0
643,6,993.18,414.78,6890.55,1731.51,56.17,26.6,1
