帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
15,19,1491.71,668.11,9245.99,6022.59,88.31,54.74,1
15,11,1175.38,252.94,5958.36,1973.61,43.21,3.92,1
15,20,924.55,233.59,4439.14,1829.19,22.36,2.1,0
15,21,1394.17,317.49,7718.67,2911.01,67.36,15.68,1
15,22,964.31,521.32,6844.91,4983.29,55.37,41.7,1
15,6,1788.97,894.33,10462.02,7078.63,105.0,68.0,3
15,23,627.71,209.86,2809.51,1661.61,0.0,0.0,3
16,1,393.87,659.22,5796.55,5621.73,40.99,49.72,0
16,3,860.68,419.39,5881.78,4170.22,42.16,31.5,0
16,2,933.94,648.32,7270.47,5723.44,61.21,51.0,0
16,9,639.53,341.5,4433.89,3424.48,22.29,22.14,0
16,4,882.77,488.18,6384.48,4732.2,49.06,38.55,0
16,5,606.96,468.89,5338.18,4555.14,34.7,36.33,0
16,7,617.95,395.37,4831.92,3955.75,27.75,28.8,0
16,8,965.03,429.61,6349.15,4264.85,48.57,32.68,0
16,10,943.4,351.95,5714.19,3486.16,39.86,22.91,1
16,12,768.07,326.0,4770.77,3224.29,26.91,19.62,0
16,14,1094.36,347.19,6346.95,3401.93,48.54,21.85,1
16,15,1193.36,421.22,7257.41,4195.46,61.03,31.81,1
16,17,926.06,330.65,5462.39,3240.44,36.4,19.82,0
16,13,1432.31,409.44,8357.37,4078.44,76.13,30.34,1
16,16,1211.94,515.17,7755.38,4990.84,67.87,41.8,1
16,18,1452.2,479.05,8683.31,4751.48,80.6,38.79,1
16,19,1491.72,668.12,9245.98,6022.25,88.32,54.75,1
16,11,1175.38,252.94,5958.97,1973.48,43.22,3.92,1
16,20,924.55,233.59,4439.43,1828.96,22.37,2.11,0
16,21,1394.17,317.49,7719.3,2910.96,67.37,15.69,1
16,22,964.31,521.32,6845.06,4983.17,55.38,41.7,1
16,6,1788.97,894.33,10461.59,7077.95,105.0,68.0,3
16,23,627.71,209.86,2809.29,1661.26,0.0,0.0,3
17,1,393.87,659.21,5797.23,5622.08,40.99,49.72,0
17,3,860.68,419.39,5882.74,4170.55,42.16,31.5,0
17,2,933.95,648.32,7271.09,5723.58,61.21,51.0,0
17,9,639.53,341.5,4434.96,3424.93,22.29,22.14,0
17,4,882.77,488.19,6385.32,4732.48,49.06,38.56,0
17,5,606.97,468.89,5339.1,4555.54,34.7,36.33,0
17,7,617.95,395.37,4832.9,3956.18,27.75,28.81,0
17,8,965.02,429.61,6350.05,4265.14,48.57,32.69,0
17,10,943.4,351.95,5715.28,3486.52,39.86,22.91,1
17,12,768.07,326.0,4771.9,3224.72,26.92,19.62,0
17,14,1094.36,347.19,6348.03,3402.25,48.55,21.85,1
17,17,926.06,330.65,5463.52,3240.81,36.41,19.83,0
17,15,1193.39,421.21,7258.41,4195.65,61.04,31.81,1
17,13,1432.31,409.44,8358.14,4078.55,76.13,30.34,1
17,16,1211.94,515.17,7756.08,4990.95,67.87,41.8,1
17,18,1452.2,479.05,8683.92,4751.51,80.6,38.79,1
17,19,1491.71,668.11,9246.27,6022.09,88.32,54.75,1
17,11,1175.38,252.94,5960.33,1973.91,43.23,3.92,1
17,20,924.55,233.59,4440.83,1829.45,22.37,2.11,0
17,21,1394.17,317.49,7720.33,2911.23,67.38,15.69,1
17,22,964.31,521.32,6845.84,4983.39,55.38,41.71,1
17,6,1788.97,894.33,10461.56,7077.58,105.0,68.0,3
17,23,627.71,209.86,2810.6,1661.78,0.0,0.0,3
18,1,393.87,659.22,5796.75,5621.77,40.98,49.72,0
18,3,860.68,419.39,5882.13,4170.15,42.15,31.49,0
18,2,933.94,648.32,7270.63,5723.42,61.21,50.99,0
18,9,639.53,341.5,4434.48,3424.5,22.29,22.13,0
18,4,882.77,488.19,6384.75,4732.14,49.05,38.55,0
18,5,606.97,468.89,5338.54,4555.13,34.69,36.33,0
18,7,617.95,395.37,4832.39,3955.75,27.75,28.8,0
18,8,965.02,429.61,6349.43,4264.77,48.56,32.68,0
18,10,943.4,351.95,5714.64,3486.12,39.85,22.91,1
18,12,768.07,326.0,4771.35,3224.3,26.91,19.62,0
18,14,1094.36,347.19,6347.34,3401.83,48.54,21.85,1
18,17,926.06,330.65,5462.87,3240.4,36.4,19.82,0
18,15,1193.39,421.21,7257.79,4195.29,61.03,31.81,1
18,13,1432.31,409.44,8357.59,4078.23,76.12,30.34,1
18,16,1211.94,515.17,7755.58,4990.71,67.86,41.79,1
18,18,1452.2,479.05,8683.51,4751.29,80.6,38.79,1
18,19,1491.72,668.12,9246.16,6022.17,88.32,54.74,1
18,11,1175.38,252.94,5959.54,1973.52,43.21,3.92,1
18,20,924.55,233.59,4440.26,1829.13,22.37,2.1,0
18,21,1394.17,317.49,7719.59,2910.78,67.37,15.68,1
18,22,964.31,521.32,6845.29,4983.09,55.37,41.7,1
18,6,1788.97,894.33,10461.9,7078.08,105.0,68.0,3
18,23,627.71,209.86,2810.47,1661.58,0.0,0.0,3
19,1,393.87,659.21,5797.07,5621.77,40.99,49.72,0
19,3,860.68,419.39,5882.23,4170.33,42.16,31.5,0
19,2,933.95,648.32,7270.78,5723.4,61.21,51.0,0
19,9,639.53,341.5,4434.52,3424.7,22.29,22.14,0
19,4,882.77,488.19,6384.89,4732.27,49.06,38.55,0
19,5,606.97,468.89,5338.77,4555.28,34.7,36.33,0
19,7,617.95,395.37,4832.52,3955.93,27.75,28.81,0
19,8,965.02,429.61,6349.51,4264.93,48.57,32.68,0
19,10,943.4,351.95,5714.64,3486.29,39.86,22.91,1
19,12,768.07,326.0,4771.34,3224.49,26.91,19.62,0
19,14,1094.36,347.19,6347.3,3402.01,48.54,21.85,1
19,17,926.06,330.65,5462.85,3240.58,36.4,19.82,0
19,15,1193.39,421.21,7257.81,4195.47,61.03,31.81,1
19,13,1432.31,409.44,8357.54,4078.4,76.13,30.34,1
19,16,1211.94,515.17,7755.63,4990.82,67.87,41.8,1
19,18,1452.2,479.05,8683.46,4751.42,80.6,38.79,1
19,19,1491.71,668.12,9246.05,6022.12,88.32,54.75,1
19,11,1175.38,252.94,5959.31,1973.58,43.22,3.92,1
19,20,924.55,233.59,4439.96,1829.2,22.37,2.1,0
19,21,1394.17,317.49,7719.5,2910.93,67.37,15.69,1
19,22,964.31,521.32,6845.41,4983.2,55.38,41.7,1
19,6,1788.97,894.33,10461.62,7077.78,105.0,68.0,3
19,23,627.71,209.86,2810.09,1661.63,0.0,0.0,3
20,1,393.87,659.21,5796.95,5621.84,40.98,49.72,0
20,3,860.68,419.39,5882.43,4170.32,42.16,31.5,0
20,2,933.94,648.32,7270.86,5723.45,61.21,51.0,0
20,9,639.53,341.5,4434.7,3424.67,22.29,22.13,0
20,4,882.77,488.18,6385.02,4732.26,49.05,38.55,0
20,5,606.97,468.89,5338.78,4555.26,34.7,36.33,0
20,7,617.95,395.37,4832.62,3955.91,27.75,28.8,0
20,8,965.02,429.61,6349.74,4264.93,48.57,32.68,0
20,10,943.4,351.95,5714.97,3486.32,39.86,22.91,1
20,12,768.07,326.0,4771.62,3224.49,26.91,19.62,0
20,14,1094.36,347.19,6347.7,3402.06,48.54,21.85,1
20,17,926.06,330.65,5463.2,3240.61,36.4,19.82,0
20,15,1193.39,421.21,7258.12,4195.48,61.04,31.81,1
20,13,1432.31,409.44,8357.87,4078.43,76.13,30.34,1
20,16,1211.94,515.17,7755.85,4990.83,67.87,41.8,1
20,18,1452.2,479.05,8683.72,4751.4,80.6,38.79,1
20,19,1491.72,668.12,9246.26,6022.13,88.32,54.75,1
20,11,1175.38,252.94,5959.97,1973.82,43.22,3.92,1
20,20,924.55,233.59,4440.58,1829.36,22.37,2.1,0
20,21,1394.17,317.49,7719.98,2911.1,67.37,15.69,1
20,22,964.31,521.32,6845.56,4983.2,55.37,41.7,1
20,6,1788.97,894.33,10461.77,7077.81,105.0,68.0,3
20,23,627.71,209.86,2810.55,1661.7,0.0,0.0,3
21,1,393.87,659.21,5797.14,5621.79,40.99,49.72,0
21,3,860.68,419.39,5882.28,4170.36,42.16,31.5,0
21,2,933.95,648.32,7270.83,5723.42,61.21,51.0,0
21,9,639.53,341.5,4434.56,3424.73,22.29,22.14,0
21,4,882.77,488.18,6384.92,4732.29,49.06,38.55,0
21,5,606.97,468.89,5338.82,4555.32,34.7,36.33,0
21,7,617.95,395.37,4832.56,3955.96,27.75,28.81,0
21,8,965.02,429.61,6349.55,4264.96,48.57,32.69,0
21,10,943.4,351.95,5714.67,3486.32,39.86,22.91,1
21,12,768.07,326.0,4771.37,3224.52,26.91,19.62,0
21,14,1094.36,347.19,6347.33,3402.04,48.54,21.85,1
21,17,926.06,330.65,5462.87,3240.61,36.4,19.82,0
21,15,1193.39,421.21,7257.84,4195.49,61.04,31.81,1
21,13,1432.31,409.44,8357.56,4078.41,76.13,30.34,1
21,16,1211.94,515.17,7755.66,4990.85,67.87,41.8,1
21,18,1452.2,479.05,8683.47,4751.43,80.6,38.79,1
21,19,1491.71,668.12,9246.06,6022.12,88.32,54.75,1
21,11,1175.38,252.94,5959.31,1973.58,43.22,3.92,1
21,20,924.55,233.59,4439.97,1829.2,22.37,2.1,0
21,21,1394.17,317.49,7719.51,2910.95,67.37,15.69,1
21,22,964.31,521.32,6845.45,4983.22,55.38,41.7,1
21,6,1788.97,894.33,10461.59,7077.75,105.0,68.0,3
21,23,627.71,209.86,2810.09,1661.64,0.0,0.0,3
22,1,393.87,659.21,5796.95,5621.84,40.98,49.72,0
22,3,860.68,419.39,5882.43,4170.32,42.16,31.5,0
22,2,933.94,648.32,7270.86,5723.44,61.21,51.0,0
22,9,639.53,341.5,4434.7,3424.67,22.29,22.13,0
22,4,882.77,488.19,6385.03,4732.27,49.05,38.55,0
22,5,606.97,468.89,5338.78,4555.26,34.7,36.33,0
22,7,617.95,395.37,4832.62,3955.91,27.75,28.8,0
22,8,965.02,429.61,6349.74,4264.93,48.57,32.68,0
22,10,943.4,351.95,5714.97,3486.32,39.86,22.91,1
22,12,768.07,326.0,4771.62,3224.49,26.91,19.62,0
22,14,1094.36,347.19,6347.7,3402.06,48.54,21.85,1
