帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
18,7,617.95,395.37,4832.54,3956.0,27.75,28.81,0
18,8,965.02,429.61,6349.55,4265.09,48.57,32.69,0
18,10,943.4,351.95,5714.66,3486.43,39.86,22.91,1
18,12,768.07,326.0,4771.34,3224.58,26.91,19.62,0
18,14,1094.36,347.19,6347.33,3402.2,48.54,21.85,1
18,17,926.06,330.65,5462.87,3240.73,36.4,19.83,0
18,15,1193.39,421.21,7257.84,4195.66,61.04,31.81,1
18,13,1432.31,409.44,8357.55,4078.67,76.13,30.35,1
18,16,1211.94,515.17,7755.67,4991.01,67.87,41.8,1
18,18,1452.21,479.05,8683.49,4751.67,80.6,38.79,1
18,19,1491.71,668.12,9246.11,6022.34,88.32,54.75,1
18,11,1175.38,252.94,5959.31,1973.81,43.22,3.92,1
18,20,924.55,233.59,4439.95,1829.33,22.37,2.11,0
18,21,1394.17,317.49,7719.5,2911.24,67.37,15.69,1
18,22,964.31,521.32,6845.46,4983.34,55.38,41.7,1
18,6,1788.97,894.33,10461.65,7077.99,105.0,68.0,3
18,23,627.71,209.85,2809.98,1661.6,0.0,0.0,3
19,1,393.87,659.21,5797.23,5621.79,40.99,49.72,0
19,3,860.68,419.39,5882.34,4170.41,42.16,31.5,0
19,2,933.95,648.32,7270.91,5723.49,61.21,50.99,0
19,9,639.53,341.5,4434.7,3424.75,22.29,22.13,0
19,4,882.77,488.18,6385.0,4732.34,49.05,38.55,0
19,5,606.97,468.89,5338.91,4555.31,34.7,36.33,0
19,7,617.95,395.37,4832.68,3955.97,27.75,28.8,0
19,8,965.02,429.61,6349.61,4265.04,48.57,32.68,0
19,10,943.4,351.95,5714.74,3486.41,39.86,22.91,1
19,12,768.07,326.0,4771.48,3224.57,26.91,19.62,0
19,14,1094.36,347.19,6347.37,3402.18,48.54,21.85,1
19,17,926.06,330.65,5462.96,3240.72,36.4,19.82,0
19,15,1193.39,421.21,7257.85,4195.61,61.03,31.81,1
19,13,1432.31,409.44,8357.52,4078.62,76.12,30.34,1
19,16,1211.94,515.17,7755.7,4990.96,67.86,41.8,1
19,18,1452.2,479.05,8683.48,4751.62,80.6,38.79,1
19,19,1491.71,668.12,9246.16,6022.32,88.32,54.75,1
19,11,1175.38,252.94,5959.35,1973.89,43.21,3.92,1
19,20,924.55,233.59,4440.13,1829.44,22.37,2.11,0
19,21,1394.17,317.49,7719.44,2911.23,67.37,15.69,1
19,22,964.31,521.32,6845.52,4983.29,55.37,41.7,1
19,6,1788.97,894.33,10461.83,7078.06,105.0,68.0,3
19,23,627.71,209.85,2810.33,1661.74,0.0,0.0,3
20,1,393.87,659.22,5797.13,5621.85,40.99,49.72,0
20,3,860.68,419.39,5882.28,4170.48,42.16,31.5,0
